timestamp	5BTK-M	I3Q-II	M5-CGW	MJXW-P	Y-OMTZ	ZA9-PY
2016-01-27 16:46:24					34.0	
2016-01-27 17:43:24						469.0
2016-01-27 18:40:25						83.0
2016-01-27 19:37:26						14.0
2016-01-27 20:34:27						6.0
2016-01-27 21:31:31					19.0	
2016-01-27 22:28:32					19.0	
2016-01-27 23:25:32						52.0
2016-01-28 00:22:33				97.0		
2016-01-28 01:19:34				197.0		
2016-01-28 02:16:39					13.0	
2016-01-28 03:13:40					31.0	
2016-01-28 04:10:41					30.0	
2016-01-28 05:07:42						1000.0
2016-01-28 06:04:46					82.0	
2016-01-28 07:01:48					202.0	
2016-01-28 07:58:50					279.0	
2016-01-28 08:55:52					1041.0	
2016-01-28 09:52:53					1654.0	
2016-01-28 10:49:56					1075.0	
2016-01-28 11:47:00					335.0	
2016-01-28 12:15:20					154.0	
2016-01-28 13:12:23					43.0	
2016-01-28 14:09:25					143.0	
2016-01-28 15:06:25					685.0	
2016-01-28 16:03:25					1183.0	
2016-01-28 17:00:25					781.0	
2016-01-28 17:57:25					286.0	
2016-01-28 18:54:25					1220.0	
2016-01-28 19:51:28					2145.0	
2016-01-28 20:48:29					1940.0	
2016-01-28 21:45:31					1024.0	
2016-01-28 22:42:36					151.0	
2016-01-28 23:39:37					94.0	
2016-01-29 00:36:38					149.0	
2016-01-29 01:33:39					474.0	
2016-01-29 02:30:42					1188.0	
2016-01-29 03:27:46					1163.0	
2016-01-29 04:24:50					423.0	
2016-01-29 05:21:53	76.0					
2016-01-29 06:18:57	184.0					
2016-01-29 07:15:58					94.0	
2016-01-29 08:12:58					386.0	
2016-01-29 09:10:00					436.0	
2016-01-29 10:07:01					320.0	
2016-01-29 11:04:02					482.0	
2016-01-29 12:01:03					401.0	
2016-01-29 12:58:03					115.0	
2016-01-29 13:55:03					267.0	
2016-01-29 14:52:03					377.0	
2016-01-29 15:49:03					323.0	
2016-01-29 16:46:03					1182.0	
2016-01-29 17:43:04					1960.0	
2016-01-29 18:40:04					1306.0	
2016-01-29 19:37:04					370.0	
2016-01-29 20:34:04					44.0	
2016-01-29 21:31:04					645.0	
2016-01-29 22:28:04					1477.0	
2016-01-29 23:25:04					1014.0	
2016-01-30 00:22:04					116.0	
2016-01-30 01:19:04					366.0	
2016-01-30 02:16:04					1586.0	
2016-01-30 03:13:04					2005.0	
2016-01-30 04:10:04					877.0	
2016-01-30 05:07:04					190.0	
2016-01-30 06:04:05					296.0	
2016-01-30 07:01:10					330.0	
2016-01-30 07:58:10					263.0	
2016-01-30 08:55:10					178.0	
2016-01-30 09:52:11					212.0	
2016-01-30 10:49:12					211.0	
2016-01-30 11:46:14					107.0	
2016-01-30 12:43:15					185.0	
2016-01-30 13:40:16					644.0	
2016-01-30 14:37:17					1642.0	
2016-01-30 15:34:17					1430.0	
2016-01-30 16:31:17					544.0	
2016-01-30 17:28:17					247.0	
2016-01-30 18:25:18					194.0	
2016-01-30 19:22:20					221.0	
2016-01-30 20:19:21					147.0	
2016-01-30 21:16:22					201.0	
2016-01-30 22:13:22					192.0	
2016-01-30 23:10:23					20.0	
2016-01-31 00:07:24					16.0	
2016-01-31 01:04:25					22.0	
2016-01-31 02:01:25					112.0	
2016-01-31 02:58:25					166.0	
2016-01-31 03:55:25					470.0	
2016-01-31 04:52:25					990.0	
2016-01-31 05:49:25					1320.0	
2016-01-31 06:46:26					1328.0	
2016-01-31 07:43:26					794.0	
2016-01-31 08:40:30					420.0	
2016-01-31 09:37:30					449.0	
2016-01-31 10:34:32					866.0	
2016-01-31 11:31:33					1217.0	
2016-01-31 12:28:34					686.0	
2016-01-31 13:25:34					162.0	
2016-01-31 14:22:37					47.0	
2016-01-31 15:19:38					90.0	
2016-01-31 16:16:40					1025.0	
2016-01-31 17:13:40					1896.0	
2016-01-31 18:10:40					1583.0	
2016-01-31 19:07:41					713.0	
2016-01-31 20:04:42					85.0	
2016-01-31 21:01:43					28.0	
2016-01-31 21:58:44					20.0	
2016-01-31 22:55:46					246.0	
2016-01-31 23:52:49					315.0	
2016-02-01 00:49:50					307.0	
2016-02-01 01:46:53					267.0	
2016-02-01 02:43:54					101.0	
2016-02-01 03:40:56					63.0	
2016-02-01 04:37:58	503.0					
2016-02-01 05:34:59					193.0	
2016-02-01 06:32:00					247.0	
2016-02-01 07:29:02					301.0	
2016-02-01 08:26:02					398.0	
2016-02-01 09:23:03					652.0	
2016-02-01 10:20:06					896.0	
2016-02-01 11:17:06					535.0	
2016-02-01 12:14:11					20.0	
2016-02-01 13:11:12					50.0	
2016-02-01 14:08:14					77.0	
2016-02-01 15:05:17					124.0	
2016-02-01 16:02:20					241.0	
2016-02-01 16:59:21					656.0	
2016-02-01 17:56:22					1117.0	
2016-02-01 18:53:23					1536.0	
2016-02-01 19:50:24					1441.0	
2016-02-01 20:47:24					678.0	
2016-02-01 21:44:26					336.0	
2016-02-01 22:41:28					202.0	
2016-02-01 23:38:30					484.0	
2016-02-02 00:35:34					683.0	
2016-02-02 01:32:35					492.0	
2016-02-02 02:29:36					196.0	
2016-02-02 03:26:37					183.0	
2016-02-02 04:23:42					46.0	
2016-02-02 05:20:44					22.0	
